Competência	Código da terminologia	Nome da terminologia	Código TUSS	Forma de envio	Data de início de vigência	Data de fim de vigência	Data de fim de implantação	Tipo de Ação
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90456858	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90456866	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90457188	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90457196	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90457315	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90458354	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90458362	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90458451	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90458460	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90458478	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90458567	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90459210	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90459393	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90460529	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90461916	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90462416	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90462424	Individualizado	01/04/2021		31/08/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90465369	Individualizado	01/04/2021		30/11/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90465601	Individualizado	01/04/2021		30/11/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90466462	Individualizado	01/04/2021		30/11/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90470206	Individualizado	01/04/2021		30/11/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90471091	Individualizado	01/04/2021		30/11/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90471105	Individualizado	01/04/2021		30/11/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90471113	Individualizado	01/04/2021		30/11/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90471121	Individualizado	01/04/2021		30/11/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90471130	Individualizado	01/04/2021		30/11/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90471148	Individualizado	01/04/2021		30/11/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90471156	Individualizado	01/04/2021		30/11/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90471164	Individualizado	01/04/2021		30/11/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90471296	Individualizado	01/04/2021		30/11/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90474287	Individualizado	01/04/2021		30/11/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90474295	Individualizado	01/04/2021		30/11/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90474309	Individualizado	01/04/2021		30/11/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90474317	Individualizado	01/04/2021		30/11/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90475135	Individualizado	01/04/2021		30/11/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90475755	Individualizado	01/04/2021		30/11/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90475763	Individualizado	01/04/2021		30/11/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90475933	Individualizado	01/04/2021		30/11/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90477146	Individualizado	01/04/2021		30/11/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90477154	Individualizado	01/04/2021		30/11/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90477162	Individualizado	01/04/2021		30/11/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90477170	Individualizado	01/04/2021		30/11/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90477774	Individualizado	01/04/2021		30/11/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90477782	Individualizado	01/04/2021		30/11/2020	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90479483	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90479564	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90481135	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90481143	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90481151	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90481160	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90481178	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90481186	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90482174	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90482182	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90482557	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90482565	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90482573	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90482581	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90482590	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90482603	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90483103	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90483111	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90485564	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90485572	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90485580	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90487435	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90487443	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90487451	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90487460	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90487478	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90487486	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90487494	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90487508	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90487516	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90487532	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90487699	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90487702	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90488407	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90488415	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90489250	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90489268	Individualizado	01/04/2021		31/01/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90490436	Individualizado	01/04/2021		31/03/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90490444	Individualizado	01/04/2021		31/03/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90491238	Individualizado	01/04/2021		31/03/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90492803	Individualizado	01/04/2021		31/05/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90492811	Individualizado	01/04/2021		31/05/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90493117	Individualizado	01/04/2021		31/05/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90493125	Individualizado	01/04/2021		31/05/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90493281	Individualizado	01/04/2021		31/05/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90493290	Individualizado	01/04/2021		31/05/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90493648	Individualizado	01/04/2021		31/05/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90494970	Individualizado	01/04/2021		31/05/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90494989	Individualizado	01/04/2021		31/05/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90494997	Individualizado	01/04/2021		31/05/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90495004	Individualizado	01/04/2021		31/05/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90496280	Individualizado	01/04/2021		31/05/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90496990	Individualizado	01/04/2021		31/05/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90497171	Individualizado	01/04/2021		31/05/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90499000	Individualizado	01/04/2021		31/05/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90499557	Individualizado	01/04/2021		31/05/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90499565	Individualizado	01/04/2021		31/05/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90499573	Individualizado	01/04/2021		31/05/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90499581	Individualizado	01/04/2021		31/05/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90499590	Individualizado	01/04/2021		31/05/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90499603	Individualizado	01/04/2021		31/05/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90499611	Individualizado	01/04/2021		31/05/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90499620	Individualizado	01/04/2021		31/05/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90499700	Individualizado	01/04/2021		31/05/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90501306	Individualizado	01/04/2021		31/05/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90501314	Individualizado	01/04/2021		31/05/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90501322	Individualizado	01/04/2021		31/05/2021	Alterado
Março/2021	64	Terminologia de Forma de Envio de Dados para a ANS	90501330	Individualizado	01/04/2021		31/05/2021	Alterado
